id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
18,78193,Test Drive,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42,6515,Moto Racer Advance,NULL,2002-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159,43420,Ghost Vibration,NULL,2002-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
747,45170,Secret Agent Barbie: Royal Jewels Mission,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
914,49850,Tennis no Oji-Sama: Genius Boys Academy,NULL,2002-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1290,49573,From TV animation One Piece: Nanatsu Shima no Daihihou,NULL,2002-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1297,27494,Keitai Denjuu Telefang 2: Power,NULL,2002-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1771,77121,Jet X2O,NULL,2002-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2258,100198,BeyBlade VForce: Super Tournament Battle,NULL,2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,38.0000,0
2342,44717,Dual Hearts,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2503,70735,Jerusalem: The Three Roads to the Holy Land,"1552. Lord of the Ottoman dynasty, Sulaiman the Magnificent, reigns over the greatest empire in the world. In Jerusalem, the holy city where King David had built the Temple, where Christ preached and where the Prophet Mohammed was swept off to meet Allah, the three religions of the Book live in peace. Having become the confidante to the emissary of Sulaiman the Magnificent, Adrian is faced with the task of untangling the web of intrigue threatening the fragile balance that has been reached by the three communities of the Book. He will have to cooperate with the representative of all three communities in order to save the governor’s daughter.",2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
2856,240,Battlefield 1942,NULL,2002-09-10 00:00:00.000,61,NULL,90.0000,1,79.0072,191
3123,49499,Gachasute! Dino Device - Red,NULL,2002-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3343,49536,Komugi-Chan no Happy Cake,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3393,4038,NCAA College Basketball 2K3,NULL,2002-12-11 00:00:00.000,NULL,NULL,NULL,NULL,44.0000,0
5836,51620,Star Trek Voyager: The Arcade Game,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5881,40550,Wing Shooting Championship,NULL,2002-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6309,70579,Liberal Crime Squad,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6669,6191,TD Overdrive: The Brotherhood of Speed,NULL,2002-05-27 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7769,58526,Memorial Series: Sunsoft vol. 6,NULL,2002-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8228,135672,beatmania THE FINAL,NULL,2002-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8599,43894,Rageball,NULL,2002-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8665,1557,Pokémon Ruby,NULL,2002-11-21 00:00:00.000,87,NULL,NULL,NULL,81.6621,239
8691,132053,Backyard Baseball 2003,NULL,2002-06-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8996,49784,Shaman King: Chou Senjiryakketsu 2,NULL,2002-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9166,37319,Shaman King: Asu e no Ishi,NULL,2002-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9991,28196,MLB 2003,NULL,2002-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10430,8314,WRC II Extreme,NULL,2002-11-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
11201,43697,Night Raid,NULL,2002-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11348,4653,Beyblade : Let it Rip,NULL,2002-12-03 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
11599,68783,Seek and Destroy,NULL,2002-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11778,92303,Pichu Bros. Mini,"A collection of several minigames, included with the Pokémon mini. The minigames include: Hitmonchan's Boxing, where you shake the system to 'punch'; Pikachu's Rocket Start, a game where you have to launch off a starting line before another Pokémon; Bellossom's Dance, a Dance Dance Revolution-like game; Chansey's Dribble, kick the ball to the finish line as quickly as possible; Slowking's Judge, predict if the tennis ball will land in or out of the court; Sneasel's Fakeout, a rock-paper-scissors-like game for two players; Battlefield, where two to six players battle for the highest score; and Celebi's Clock, which is essentially a clock with date, alarm and stopwatch function.",2002-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11800,92306,Pokémon Sodateyasan Mini,"After setting the time and choosing a name, Professor Birch tells the player that he found rare eggs. However, he is too busy to take care of them, so he gives the player a choice between a Torchic, a Treecko, or a Mudkip to hatch and raise. The player's first task is to place the egg into a basket and stroke it until it hatches.

The player interacts with the Pokémon using the D-pad to move a cursor around the interface. The player can pet, play with, and drag their Pokémon with this cursor. They can also interact with background objects such as a light switch and a drawer.

Unlike standard virtual pet video games, the player's goal in Pokémon Breeder mini is not to keep the Pokémon alive but rather to train it in three out of four different skill categories. The game allows the player to train their Pokémon by playing with it using various toys, feeding it Pokéblocks, and playing with it outside in various challenges.",2002-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11823,91823,Pokémon Race Mini,"You have to run and jump over various obstacles in stages in order to get to the end before your opponent. There are obstacles throughout the stages such as grass and water.

You have to complete three laps of each course in order to finish, and with each lap you get a special charge attack in order to quickly shoot forwards, gaining momentum and possibly reaching parts you couldn't previously get to.",2002-07-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11829,5970,NightCaster II: Equinox,NULL,2002-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12890,185960,MayuShoot,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13089,22219,Downforce,NULL,2002-06-14 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
13239,4021,Mr. Driller: Drill Land,NULL,2002-12-20 00:00:00.000,NULL,NULL,80.0000,2,74.0000,1
13925,49338,Santa Claus Jr. Advance,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14277,73097,The Trials of Odysseus Kent,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14384,45297,Cabela's Ultimate Deer Hunt: Open Season,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14592,37281,Riviera: Yakusoku no Chi Riviera,NULL,2002-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14681,49156,Cubix: Robots for Everyone: Clash 'n Bash,NULL,2002-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14743,49279,GT Advance Rally Racing 2,NULL,2002-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14766,21952,Des Blood 4: Lost Alone,NULL,2002-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14994,8542,Extreme Paintbrawl 4,NULL,2002-05-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15004,49631,Higanbana,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15076,4039,NCAA College Football 2K3,NULL,2002-08-07 00:00:00.000,NULL,NULL,NULL,NULL,41.0000,1
15556,11314,Unlimited SaGa,NULL,2002-12-19 00:00:00.000,NULL,NULL,43.0000,1,NULL,NULL
15762,49520,Card Party,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15982,75965,GioGio's Bizarre Adventure,NULL,2002-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16113,22240,Twisted Metal: Black Online,"Black is on a mission for another person to locate and murder Calypso. However the person who sent him has never before been seen and it is never revealed why exactly he is carrying out this mission. According to the original Twisted Metal created in the year 1995, in TM:B the entire storyline is darker, and is referred to as an ""alternate universe,"" in comparison to the other Twisted Metal games. As stated, it is because it is all in Needles Kane's head. But there is even more to TM:B. Black, the driver of Manslaughter, made an appearance in TM(1995), Darkside's driver Mr. Ash's ""lost"" ending. In that ending he wants his demon ""black"" back, which makes one believe Mr. Ash is Satan. When he gets Black back, Calypso gets very upset. This is because Black is sent on a mission to kill a darker, more evil Calypso in the ""Black"" universe.",2002-09-22 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
16148,2793,Rugrats: Royal Ransom,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,34.0000,0
16167,261,Deer Hunter 2003: Legendary Hunting,NULL,2002-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16274,187282,Asgard,"A diverse battle system based on four concept levels.

The four levels, General, Good/Evil, Fame, and Faith of Asgard, are factors that express the personalities of various characters.

Asgard has created a new world of battle between good and evil. It is a complex interactive MMORPG that depicts people and their faith in the gods using massive scale and brilliant graphics.

There are eight cities with unique colors in the world of Asgard. The urban atmosphere changes depending on the geographical features, and even the personality and appearance of the NPCs are expressed in detail.",2002-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16786,8785,Haegemonia: Legions of Iron,NULL,2002-11-14 00:00:00.000,1,NULL,75.0000,2,50.0000,4
16851,166321,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16978,57561,America Double Barrel Collection,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16985,75744,One Piece: Grand Line Dream Adventure Log,NULL,2002-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17197,37320,SD Gundam G Generation: Mono-Eye Gundams,NULL,2002-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17407,318,Ragnarok Online,"In the world of Rune Midgard, it was a time of strife between the Gods, Humans and demons...

Battle weary from the long war's carnage, the factions entered into an uneasy truce. The truce grew into a fragile peace that lasted for a thousand years.

As the memory of that great war faded into legend, the humans began to fall back into the corruption, selfishness and arrogance that they had once risen above.

Breaking this time of tranquility is the sudden strange howl that tore through the boundaries dividing the Gods, Humans and Demons. Once peaceful creatures began to attack villages, and violent earthquakes ripped whole continents apart.

Sinister corporations to the north engage in twisted genetic experiments and the recent discovery of a pan dimensional portal has opened up amazing new adventures.

With the Ragnarok threatening to destroy Rune Midgard, adventurers are needed to step up and battle against the forces of Chaos. Join your friends in exploring the world and build your own legend in RO!",2002-08-31 00:00:00.000,11,NULL,NULL,NULL,77.1979,33
17439,37374,Inuyasha: Fuuun Emaki,NULL,2002-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17487,27587,Pac-Man All-Stars,NULL,2002-05-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17630,1309,Medal of Honor: Frontline,NULL,2002-05-28 00:00:00.000,17,NULL,93.3333,2,77.6135,75
17714,6493,Klonoa 2: Dream Champ Tournament,NULL,2002-08-06 00:00:00.000,NULL,NULL,70.0000,1,79.8947,6
18026,93080,Team Factor,NULL,2002-05-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18209,1203,Tales of Destiny 2,"The story follows Kyle Dunamis, a young boy with dreams of becoming a great hero like his father Stahn, the hero of the first game. When Kyle sets off one day to the local ruins with his adopted brother Loni, hoping to land an enormous lens that will help to fund his mother Rutee's orphanage, he crosses paths with Reala, a mysterious girl who claims to be searching for a hero. Kyle's determination to prove himself the very same hero that Reala is searching for leads him into conflict with the seemingly benevolent Fortuna Sect, and sends him on a wild journey across time that brings him into contact with many prominent figures from the first game.

The skits that the series is now well known for make a return as well, with characters represented in these sequences by full body portraits for the first time in the series. These portraits, along with the rest of the game's character art, are handled by Mutsumi Inomata, returning to the series after her work on Destiny and Eternia. Inomata's distinctive style, easily identifiable by her character's long, slender limbs and unconventional fashion, is not to all tastes, but several of the game's characters have enjoyed enduring popularity among series fans, ranking within official listings of the series' most popular characters, and making appearances across other media.",2002-11-28 00:00:00.000,4,NULL,NULL,NULL,79.0342,5
18820,43777,Mobile Armor,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18916,73849,Hired Team: Trial GOLD,"""The drastic growth of science and technology in 3rd Millenium has resulted in the global urbanization of the whole planet. The huge waste Megacities now fill the planetary surface with their complicated infrastructures. The ultimate part: about 96% of Earth's population lives in those Megapolises.

But global urbanization leads to a global crisis, pandemics, unemployment, crime, and government corruption. The police and Secret Services cannot successfully fight well-organized ruthless criminal groups. everyday bloody exchanges of fire for city control. City hospitals are overcrowded with street wars victims.

Only a new, well-trained, and skilled force can stop this urban chaos now. Former soldiers of special military forces, police brigades, and secret services must pass a TRIAL to get enlisted to the elite 'Hired team'.""",2002-06-15 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
19322,3910,Evolution Worlds,NULL,2002-07-26 00:00:00.000,NULL,NULL,67.0000,1,66.0000,0
19324,5774,Chase: Hollywood Stunt Driver,NULL,2002-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19782,127176,World War Zero,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
19794,117316,Sandmen,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19861,80409,Cabela's Big Game Hunter 6,NULL,2002-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19909,85795,Gauntlet Dark Legacy,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,72.0000,0
20389,9207,Spy Kids 2: Mega Mission Zone,NULL,2002-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20426,44686,Tokimeki Memorial 3,NULL,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20589,67729,Barbie: Groovy Games,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20735,93059,Porrasturvat - Stair dismount,NULL,2002-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21486,43410,Twin Caliber,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21540,77057,Tantei Jinguuji Saburo: Innocent Black,NULL,2002-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22171,49634,Harobots: Robo Hero Battling!!,NULL,2002-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22576,49845,Tokimeki Dream Series 1: Ohanaya-san ni Narou!,NULL,2002-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22588,141450,Devilman Typing soft ~Devil Strike~,NULL,2002-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22618,6392,Dual Blades,NULL,2002-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22790,49326,FIFA Soccer 2002,NULL,2002-06-18 00:00:00.000,NULL,NULL,NULL,NULL,37.0000,0
22998,6229,Whacked!,NULL,2002-10-08 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
23223,60791,Lupin the 3rd: The Typing,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23805,6050,Shin Megami Tensei: NINE,NULL,2002-12-05 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
24033,49488,Bakuten Shoot Beyblade 2002: Ikuze! Bakutou! Chou Jiryoku Battle!!,NULL,2002-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24199,4061,Pac-Man Fever,NULL,2002-09-03 00:00:00.000,2,NULL,NULL,NULL,44.0000,1
24361,116972,Taxi Challenge London,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24789,84314,D.C. ~Da Capo~,NULL,2002-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25234,49415,Medabots AX: Metabee Version,NULL,2002-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25324,126115,Battle Realms + Winter of the Wolf,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25491,22238,SOCOM: US Navy SEALs,NULL,2002-08-27 00:00:00.000,2,NULL,60.0000,1,NULL,NULL
25589,68992,Another War,"Another War follows the story of an adventurer involved in his own private war during World War II in Nazi-occupied Europe. 
 
The plot starts off in a small town in Nazi-occupied France, where a friend of the playable character is captured by Nazis and imprisoned in a castle near the town.",2002-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26042,94264,Atomaders,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26084,184095,Xiao Ao Jiang Hu 2 Wai Zhuan: Dong Fong Zai Qi,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26209,68981,Dancing Stage Party Edition,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26370,70978,MusicVR Episode 1: Tr3s Lunas,NULL,2002-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26492,39,Mafia,"Mafia is set in the 1930s, between the fall of 1930 through to the end of 1938, during the later part of Prohibition, which ended in 1933. The game is set in the fictional American city of Lost Heaven (loosely based on New York City, Philadelphia and Chicago of the same time period). 
 
The player takes the role of taxi driver Thomas ""Tommy"" Angelo, who, while trying to make a living on the streets of Lost Heaven as a taxi cab driver, unexpectedly and unwillingly becomes involved in organized crime as a driver and enforcer for the Salieri crime family, led by Don Ennio Salieri.",2002-08-28 00:00:00.000,344,NULL,62.6667,4,87.5293,894
26668,19192,MechWarrior 4: Mercenaries,"In the game, the player takes the role of Spectre, a mercenary BattleMech pilot travelling inside the fictional interstellar region of the BattleTech universe called the Inner Sphere during the FedCom Civil War (specifically during the time period from January 1, 3066 to late July 3067). 
 
The player's mercenary company initially takes on localized threats in certain planets far from the civil war. As the player's team takes on more missions, the assignments get tougher; at one point, Spectre may challenge a Jade Falcon group led by Aisa Thastus to a duel. The Star Colonel - Aisa Thastus - will join the player's team as a bondsman if the Falcons are defeated in this mission. It is a beach-side battle that pits 8 of Spectre's best against 10 of hers. That mission can be substituted for a mission to attack the Falcons in a sneak attack where the battle is just as difficult. This direction leads to the death of Asia instead of her joining the team. 
 
Depending on how the player handled allegiance between House Steiner and House Davion, they would end up with one of two mission paths, with 3 different endings.",2002-11-07 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
26675,78254,Decker,NULL,2002-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26701,18257,The Fairly OddParents: Enter the Cleft,NULL,2002-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27638,48377,Bomb Sweeper,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27765,10211,Space Impact 303,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27810,1427,Phoenix Wright: Ace Attorney − Justice for All,NULL,2002-10-22 00:00:00.000,34,NULL,80.0000,4,79.4214,141
27967,49635,Hanafuda Trump Mahjong: Depachika Wayounaka,NULL,2002-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28414,85996,Scooby-Doo,NULL,2002-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28669,49746,Nobunaga Ibun,NULL,2002-08-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28899,44961,The Hoobs,NULL,2002-07-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28914,184281,Puzzle Inlay,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29624,37348,X: Card of Fate,NULL,2002-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29846,50571,Knockout Kings 2003,NULL,2002-11-09 00:00:00.000,NULL,NULL,NULL,NULL,51.0000,0
30421,77094,JumpStart Advanced Preschool,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31014,92988,Dinosaur Resurrection,NULL,2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31042,144860,Fisher-Price: Little People Discovery Airport,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31219,130306,"""Hello, world.""","Tremendous progress has been made in technical advances. Various networks have taken strongholds with each new generation. Though not nearly advanced as humans, two-legged robots are utilized in many practical areas throughout the world. Amid worldwide peace, the human race remains unchanged. 
 
Kazuki Tomonaga is a robot made by an entity called ""HIKARI"" for the purpose of ""GLOBAL ILLUMINATION"". He's created with ingenuity as precise as that of a human being. Kazuki is commanded to research the concepts of ""human emotion"". Along the way he meets various girls and has exchanges with them. In their ""exchanges"" his ""curiosity"" gradually turns into ""affection"" and his mission becomes more intense. He gradually starts to build his own philosophy, not knowing he will be forced to make crucially important decisions in the near future.",2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31240,72181,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Monster Tag,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31457,23774,Endgame,NULL,2002-07-03 00:00:00.000,NULL,NULL,60.0000,2,NULL,NULL
31620,96398,Manic Game Girl,"Edited google translation of the story summary: 
""Amber, a collage student, is selected as a beta tester for 'Game Stealth', a new portable game machine. But this 'Game Stealth' was more than just a game machine... 
 
Amber, through a coincidence or inevitability, has gained an unidentified power from this handheld console. She has also been unwittingly caught in a conflict between an international terrorist organization and the FBI because of it. 
 
Will she be able to use the power she obtains for a good cause?""",2002-06-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31800,122634,Higanbana,NULL,2002-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31836,22369,Knight Rider: The Game,NULL,2002-11-22 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
32198,73359,RS3: Racing Simulation Three,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32324,138212,Celtic Football Coach,NULL,2002-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32582,43639,NCAA Gamebreaker 2003,NULL,2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33106,6320,BattleBots: Beyond the BattleBox,NULL,2002-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33179,142566,Speed Machines,NULL,2002-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33270,137890,GP Challenge,NULL,2002-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33358,6477,Jazz Jackrabbit Advance,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33468,12897,London Racer II,NULL,2002-06-14 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
33690,49530,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,NULL,2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33723,10209,Space Impact 2,NULL,2002-12-31 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
34217,65310,"Tomak: Save the Earth, Again",NULL,2002-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34304,46027,RedCard 2003,NULL,2002-07-25 00:00:00.000,NULL,NULL,NULL,NULL,54.0000,0
34411,1565,SoulCalibur II,"The game is set in the year 1590, four years after the events of Soulcalibur. The wave of slaughters that terrorized Europe reached a sudden end. The knight in azure armor, Nightmare, and his followers were successful in collecting enough souls and were about to start the restoring ceremony on the ruins of the once-proud Ostreinsburg Castle. But just as the ceremony was to start, three young warriors assaulted the castle. After an intense battle Nightmare fell, but then the evil soul inside Soul Edge sent the young warriors into a vortex of hellfire and stood to confront them. As a result of Soul Edge's evil aura, Krita-Yuga revealed its true form: that of the Holy Sword, Soul Calibur. The intense battle ended with the victory of the holy sword, but at the collapse of the vortex of Inferno, both swords along with the azure Nightmare were sucked in a void and expelled in another place. Siegfried, recognizing his sins, set out on a journey of atonement. Still the blade held a strong bond, and every night it took control of the body and took souls of those nearby. The efforts made by the young knight were fruitless, and four years later the Azure Knight Nightmare returned. Around those times various warriors came into contact of the blade's remaining fragments, revealing Soul Edge's ultimate survival after its defeat. Driven either to possess or destroy it, they join a new journey, while Nightmare begins his rampage, seeking souls to restore Soul Edge once again.",2002-07-10 00:00:00.000,40,NULL,95.0000,3,82.2080,162
34429,78288,LEGO Creator: Harry Potter and the Chamber of Secrets,NULL,2002-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34593,107595,Lilo & Stitch Pinball,"This pinball game features characters from Disney's summer hit, Lilo & Stitch. Collect cans on the beach, feed the fish, go surfing, and ultimately fly off into space to blast police spaceships. You didn't think you could do THAT with pinball, did ya?",2002-10-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34680,49543,Daisuki Teddy,NULL,2002-05-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35127,78730,Chobits: Atashi Dake no Hito,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36408,49552,Croket! Yume no Banker Survival!,NULL,2002-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37479,49659,Jinsei Game Advance,NULL,2002-05-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37805,49593,Hamepane Tokyo Mew Mew,NULL,2002-08-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37911,44908,Sports Superbike 2,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38287,16706,World War II: Panzer Claws,NULL,2002-11-02 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
38327,49539,Di Gi Charat: Di Gi Communication,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38368,49671,Kurohige no Golf Shiyouyo,NULL,2002-05-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38842,122752,Backyard Football,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,45.0000,0
38859,46913,Castle Blast,NULL,2002-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38999,124290,VeggieTales: The Mystery of Veggie Island,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39494,66701,WTA Tour Tennis Pocket,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39692,49320,NGT: Next Generation Tennis,NULL,2002-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39726,49814,Slot! Pro 2 Advance: Go Go Juggler & New Tairyou,NULL,2002-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39733,49828,Tales of the World: Narikiri Dungeon 2,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40251,49175,Davis Cup Tennis,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40638,78972,pop'n music 8,NULL,2002-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40654,3847,Captain Tsubasa: Ōgon Sedai no Chōsen,NULL,2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,33.0000,0
